,id,name,team1,team2,venue,score
162,8,GJ Maxwell,Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,58
163,8,AB de Villiers,Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,127
164,8,HM Amla,Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,79
165,8,Mandeep Singh,Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,32
166,9,SW Billings,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,28
167,9,A Mishra,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,75
168,9,PJ Cummins,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,58
169,9,R Bhatia,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,19
170,9,BA Stokes,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,2
171,9,MS Dhoni,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,14
172,9,DL Chahar,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,45
173,9,MA Agarwal,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,22
174,9,S Nadeem,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,25
175,9,F du Plessis,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,9
176,9,CJ Anderson,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,2
177,9,A Zampa,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,31
178,9,Imran Tahir,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,23
179,9,SV Samson,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,141
180,9,AP Tare,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,-2
181,9,AB Dinda,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,8
182,9,RR Pant,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,38
183,9,AM Rahane,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,10
184,9,RA Tripathi,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,12
185,9,CH Morris,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,76
186,9,Z Khan,Delhi Daredevils,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,75
187,10,KA Pollard,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,14
188,10,Mustafizur Rahman,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,0
189,10,DJ Hooda,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,35
190,10,N Rana,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,54
191,10,KH Pandya,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,49
192,10,Yuvraj Singh,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,6
193,10,B Kumar,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,79
194,10,PA Patel,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,46
195,10,A Nehra,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,25
196,10,JJ Bumrah,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,75
197,10,DA Warner,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,62
198,10,MJ McClenaghan,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,25
199,10,SL Malinga,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,25
200,10,NV Ojha,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,9
201,10,JC Buttler,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,17
202,10,Harbhajan Singh,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,53
203,10,V Shankar,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,1
204,10,Rashid Khan,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,27
205,10,RG Sharma,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,4
206,10,BCJ Cutting,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,24
207,10,HH Pandya,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,27
208,10,S Dhawan,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,56
209,11,C de Grandhomme,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,25
210,11,M Vohra,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,35
211,11,MP Stoinis,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,10
212,11,Sandeep Sharma,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,0
213,11,AR Patel,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,23
214,11,TA Boult,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,0
215,11,DA Miller,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,36
216,11,RV Uthappa,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,32
217,11,UT Yadav,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,108
218,11,CR Woakes,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,50
219,11,PP Chawla,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,25
220,11,VR Aaron,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,29
221,11,MK Pandey,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,30
222,11,G Gambhir,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,91
223,11,MM Sharma,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,12
224,11,GJ Maxwell,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,31
225,11,SP Narine,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,75
226,11,WP Saha,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,33
227,11,HM Amla,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,29
228,11,I Sharma,Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,0
229,12,KA Pollard,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,96
230,12,P Negi,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,13
231,12,KM Jadhav,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,9
232,12,N Rana,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,12
233,12,Mandeep Singh,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,-2
234,12,KH Pandya,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,68
235,12,V Kohli,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,81
236,12,TG Southee,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,0
237,12,STR Binny,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,31
238,12,TS Mills,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,0
239,12,PA Patel,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,3
240,12,CH Gayle,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,27
241,12,JJ Bumrah,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,0
242,12,MJ McClenaghan,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,48
243,12,AB de Villiers,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,22
244,12,JC Buttler,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,2
245,12,Harbhajan Singh,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,0
246,12,S Aravind,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,0
247,12,RG Sharma,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,-2
248,12,YS Chahal,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,25
249,12,HH Pandya,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,37
250,12,S Badree,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,108
251,13,SPD Smith,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,52
252,13,BA Stokes,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,30
253,13,BB McCullum,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,63
254,13,DR Smith,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,83
255,13,MS Dhoni,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,5
256,13,AJ Finch,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,42
257,13,Basil Thampi,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,0
258,13,KD Karthik,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,3
259,13,Imran Tahir,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,25
260,13,SK Raina,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,42
261,13,SB Jakati,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,0
262,13,RD Chahar,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,28
263,13,P Kumar,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,25
264,13,Ankit Sharma,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,30
265,13,AM Rahane,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,-2
266,13,RA Jadeja,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,25
267,13,RA Tripathi,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,42
268,13,MK Tiwary,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,36
269,13,LH Ferguson,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,1
270,13,SN Thakur,Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,23
